FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,PATHWAY_TYPE,REACTOME,PUBCHEM_PATHWAY_ID,PATHBANK,PANTHER,BIOCYC,WIKIPATHWAYS,SMPDB,PATHWAY_INTERACTION_DATABASE,PLANT_REACTOME,PLANTCYC,PATHWAY_COMMON,PANTHER_PATHWAY,CHEMFONT,PHARMGKB,LIPID_MAPS,BIOCARTA,NETPATH
2939,organic anion transporters,biological_process,biological_process,R-GGA-428643| R-HSA-428643,10586| 13526| 1361679| 15029| 16880| 17544| 1857| 19506| 20471| 22821| 3443| 3909| 5960| 617| 7455| 8350| 9529,,,,,,,,,,,,,,,
2941,organic cation/anion/zwitterion transport,biological_process,biological_process,R-GGA-549132| R-HSA-549132,10600| 13540| 15041| 15398| 16894| 1871| 19520| 20485| 22835| 3456| 3923| 5974| 629| 8363| 9543,,,,,,,,,,,,,,,
2946,osteoblast,biological_process,biological_process,,40338,,,,,,Osteoblast,,,Pathway_5608e0dc0ffb78cd67ecf2e4d812ddc9,,,,,,
2949,osteoclast,biological_process,biological_process,,38707,,,,WP489,,,,,,,,,,,
2955,ovarian tumor domain proteases,biological_process,biological_process,R-BTA-5689896| R-HSA-5689896,10306| 11946| 1360924| 14291| 15127| 16342| 18148| 18498| 20428| 20917| 23505| 2844| 4046| 457| 6535| 6869| 7849| 886,,,,,,,,,,,,,,,
2960,oxidation/reduction,biological_process,biological_process,,,,,,,,,,,,,PTW_0111180,,,,
2965,oxidative enzyme,molecular_function,Unknown,,,,,,,,,,,,,,,,,
2968,oxidative stress response,biological_process,biological_process,,1361893| 38636| 39150| 39384| 39939| 40167,,P00046,,WP1372,,,,,,P00046,,,,,
2983,p2y receptors,biological_process,biological_process,R-GGA-417957| R-HSA-417957,11438| 1181210| 14036| 16691| 19764| 20680| 2253| 23153| 4257| 5375| 9938,,,,,,,,,,,,,,,
2984,p38 mapk pathway,biological_process,biological_process,,1361895,,P05918,,,,,,,,P05918,,,,,
2985,p38 mapk signaling pathway,biological_process,biological_process,,38660| 39123| 39228| 39274| 39318| 39372| 39931| 40161| 40734,,,,WP1363,,p38_mkk3_6pathway,,,Pathway_3b9ece5e3b30d5fb3c173c14c38132df,,,,,,
2988,p53 pathway,biological_process,biological_process,,1361896| 38727| 40521,,P00059,,WP655,,p53regulationpathway,,,,P00059,,,,,
2989,p53 signal pathway,biological_process,biological_process,,38728,,,,WP656,,,,,,,,,,,
3004,parasite infection,biological_process,biological_process,R-HSA-9664407,1360371| 1360391| 1360414| 1360427| 1360451| 1360471| 1360493| 1360515| 1360533| 1360553| 1360574| 1360586| 1360610| 1360644,,,,,,,,,,,,,,,
3008,partial agonism,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3009,partial agonist,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3025,penicillins,biological_process,biological_process,,,,,,,,,,,,,PTW_0202925,,,,
3069,phenothiazines,biological_process,biological_process,,,,,,,,,,,,,PTW_0202917,,,,
3109,phospholipases,biological_process,biological_process,,1250393| 1251099| 1251563| 1251711| 1252418| 1252546| 1253362| 1253523| 1254193| 1254509| 1254923| 1255567| 1256024| 1256508| 1256660| 1257279| 1257638| 1258144| 1258564| 1258939| 1259507| 1259955| 1260529| 1260997| 1261246| 1261860| 1262287| 1262656| 1262871| 1263589| 1263951| 1264538| 1264847| 1265450| 1265885| 1266531| 1266942| 1267337| 1267662| 1267977| 1268576| 1269089| 1269518| 1269683| 1270256| 1270819| 1271325| 1271468| 1272121| 1272454| 1272819| 1273148| 1273838| 1274122| 1274477| 1274623| 1274944| 1275464| 1275765| 1276499| 1276871| 1277359| 1277676| 1278026| 1278565| 1278738| 1279180| 1279845| 1280126| 1280481| 1281060| 1281422| 1282540| 1283140| 1283364| 1284003| 1284578| 1284675| 1285370| 1285669| 1286331| 1286749| 1287145| 1287627| 1287806| 1288377| 1289088| 1289339| 1289624| 1290351| 1290548| 1291013| 1291397| 1291804| 1292682| 1293076| 1293337| 1293518| 1294115| 1294646| 1341328| 1341696| 1342661| 1343634| 1344391| 1344794| 1345782| 1346426| 1346944| 1347604| 1348348| 1348639| 1349365| 1350322| 1351136| 1351698| 1352118| 1352510| 1353105| 1353658| 1355021| 1355299| 1356081| 1358437| 1359149| 1359813| 1363054| 23620| 24300| 27617| 28203| 28825| 29103| 29269| 30065| 30529| 30810| 31162| 31657| 31840| 33020| 33251| 34324| 34952| 35453,,,LIPASYN-PWY,,,,,LIPASYN-PWY,Pathway_c29c1e159b68aa045c8dbcc7c4d97a05,,,,,,
3124,photo,biological_process,biological_process,,,,,,,,,,,,,PTW_0181185,,,,
3128,photosynthesis,biological_process,biological_process,,1196103,SMP0012089,,,,,,,,,,PTW_0011528,,,,
3139,pi metabolism,biological_process,biological_process,R-ATH-1483255| R-HSA-1483255,10947| 13258| 14715| 15292| 1533| 15863| 17847| 18621| 18959| 21625| 22309| 3209| 4913| 6147| 6979| 8771| 9177| 95,,,,,,,,,,,,,,,
3140,pi uptake,biological_process,biological_process,,56568,,,,,,,R-OSA-9031221,,,,,,,,
3141,pi3 kinase pathway,biological_process,biological_process,,1361909,,P00048,,,,,,,,P00048,,,,,
3144,pi3k/akt activation,biological_process,biological_process,R-GGA-198203| R-HSA-198203,11327| 13942| 16594| 17676| 18779| 19668| 20584| 2160| 23060| 2941| 4162| 5276| 7255| 7923| 9844,,,,,,,,,,,,,,,
3145,pi3k/akt signaling,biological_process,biological_process,R-DME-1257604| R-HSA-1257604,10043| 11555| 14145| 15198| 15474| 16804| 17747| 18823| 19878| 20786| 23258| 2361| 3083| 4367| 535| 5486| 7330| 8072,,,,,,,,,,,,,,,
3146,pi3k/akt/mtor signaling pathway,biological_process,biological_process,,40961,,,,,,,,,,,,,PI3K,,
3162,pituitary gland,biological_process,biological_process,,40663,,,,,,Pituitary Gland,,,Pathway_ca411b8389813b26f624f5cc9ffe87f1,,,,,,
3163,pk,biological_process,biological_process,,1184498,,,,,,,,,,,,PA2037,,,
3164,pka activation,biological_process,biological_process,R-GGA-163615| R-HSA-163615,11461| 1181793| 14059| 15454| 16714| 17708| 19787| 20700| 2276| 23176| 3013| 4280| 5397| 7291| 7988| 9959,,,,,,,,,,,,,,,
3196,polymerization,biological_process,biological_process,,,,,,,,,,,,,PTW_0111193,,,,
3197,polyol pathway,biological_process,biological_process,,38612| 38945| 38955| 39050| 39234| 39323| 39388| 40100| 40170,,,,WP1375| WP690,,,,,,,,,,,
3239,potassium channels,biological_process,biological_process,R-GGA-1296071| R-HSA-1296071,11716| 1181992| 1182163| 14421| 14906| 16236| 20328| 2051| 21048| 22194| 2582| 4536| 5756| 8170| 9050,,,,,,,,,,,,,,,
3241,potentiator,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3246,pre-mrna splicing,biological_process,biological_process,R-GGA-72163| R-HSA-72163,1181766| 1182116| 12767| 13462| 1407| 14608| 15736| 20240| 20956| 23372| 2752| 331| 5114| 5145| 7590| 9391,,,,,,,,,,,,,,,
3249,pregnenolone biosynthesis,biological_process,biological_process,R-GGA-196108| R-HSA-196108,10977| 116| 13282| 1360907| 1362354| 14736| 1557| 15887| 18642| 18983| 21649| 22333| 3232| 4937| 6171| 7000| 8793| 9201,,,,,,,,,,,,,,,
3260,priming,biological_process,biological_process,,,,,,,,,,,Pathway_34d29f52a5402fdc45282cbc2c553168,,,,,,
3262,pro-apoptotic,biological_process,biological_process,,,,,,,,,,,Pathway_5e7cc2be42565389d3f46cb77e7c3bf4,,,,,,
3263,process,biological_process,biological_process,,,,,,,,,,,,,PTW_0181086,,,,
3267,production,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3275,proliferation,biological_process,biological_process,,,,,,,,,,,Pathway_8d77b68a6915eea30a57bf10f2709369,,,,,,
3293,proteasome degradation,biological_process,biological_process,,38662| 38776| 38925| 38958| 39010| 39177| 39410| 39658,,,,WP183,,,,,,,,,,,
3297,protection,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3334,protein methylation,biological_process,biological_process,R-BTA-8876725| R-HSA-8876725,10313| 11953| 14298| 15133| 15597| 16349| 18154| 18504| 20435| 20924| 23512| 2850| 4053| 463| 6542| 6876| 7856| 893,,,,,,,,,,,,,,,
3353,protein synthesis,biological_process,biological_process,,56552,,,,,,,R-OSA-2972871,,Pathway_35a4a47e2f1897a88e4beff3af3967c0,,,,,,
3377,proteolytic enzyme,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3410,pyrimidine biosynthesis,biological_process,biological_process,R-GGA-500753| R-HSA-500753,11043| 13347| 14785| 15334| 15951| 1622| 165| 17914| 18673| 19048| 21709| 22397| 3278| 5002| 6235| 7052| 8846| 9261,,,,,,,,,,,,,,,
3419,pyruvate dehydrogenase complex,biological_process,biological_process,,1182998| 1183229| 1183500| 1183799| 27412| 36434| 40968| 41172| 41394| 41558| 41791| 42004| 42189| 42429| 42640| 42847| 43076| 43279| 43503| 43738| 44198| 44412| 44652| 44866| 44990| 45235| 45464| 45680| 46133| 46363| 46574| 46720| 46944| 47176| 47384| 47607| 47838| 48078| 48287| 48521| 48754| 48950| 49177| 49383| 49627| 49840| 50081| 50303| 50511| 50968| 51188| 51406| 51627| 51760| 51994| 52215| 52454| 52666| 52817| 53043| 53264| 53479| 53708| 53927| 54137| 54366| 54593| 54838| 55062| 55284| 55517| 55739| 55951| 56115| 56327| 56573| 56854| 57081| 57300| 57540| 57742,,,PYRUVDEHYD-PWY,,,,R-ADU-1119351,,,,,,,,
3424,quinolines,biological_process,biological_process,,,,,,,,,,,,,PTW_0202915,,,,
3425,quinolones,biological_process,biological_process,,,,,,,,,,,,,PTW_0202951,,,,
3430,rab geranylgeranylation,biological_process,biological_process,R-BTA-8873719| R-HSA-8873719,10312| 11952| 14297| 15132| 15596| 16348| 18153| 18503| 20434| 20923| 23511| 2849| 4052| 462| 6541| 6875| 7855| 892,,,,,,,,,,,,,,,
3431,rac1 signaling pathway,biological_process,biological_process,,40397,,,,,,rac1_pathway,,,Pathway_bd7cf47e8c0cbef3afd7a71c24029587,,,,,,
3434,rage,biological_process,biological_process,,,,,,,,,,,,,,,,,Pathway_RAGE
3435,rankl,biological_process,biological_process,,,,,,,,,,,Pathway_80cd37cf6b0b4caa16cee4de3f1fdea0,,,,,,
3438,ras pathway,biological_process,biological_process,,1361860,,P04393,,,,,,,,P04393,,,,,
3439,ras processing,biological_process,biological_process,R-PFA-9648002| R-HSA-9648002,1360708| 1360728| 1360732| 1360733| 1360740| 1360746| 1360750| 1360757| 1360772| 1360778| 1360804| 1360829| 1360839| 1360901| 1360931,,,,,,,,,,,,,,,
3440,ras signaling,biological_process,biological_process,,39972,,,,WP4223,,,,,,,,,,,
3445,reactivator,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3451,receptor agonist activity,biological_process,biological_process,,40848,,,,,,receptor agonist activity,,,Pathway_558bf4513567e9394789ddce8afb5161,,,,,,
3462,receptor internalization,biological_process,biological_process,,40753,,,,,,receptor internalization,,,Pathway_523f067f11ce7743bc6d3458daabb183,,,,,,
3472,redox process,biological_process,biological_process,,,,,,,,,,,,,PTW_0001588,,,,
3490,regulation of nfe2l2 gene expression,biological_process,biological_process,R-HSA-9818749,1363775,,,,,,,,,,,,,,,
3495,regulator,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3502,release,biological_process,biological_process,R-HSA-168298,12388,,,,,,,,,,,,,,,
3519,renin-angiotensin-aldosterone system,biological_process,biological_process,,,,,,WP4756,,,,,,,,,,,
3520,renin-angiotensin-aldosterone system (raas),biological_process,biological_process,,1295579,,,,WP4756,,,,,,,,,,,
3522,replacement,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3523,replication,biological_process,biological_process,,,,,,,,,,,,,PTW_0001858,,,,
3539,response,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3572,ret signaling,biological_process,biological_process,R-DRE-8853659| R-HSA-8853659,10178| 10735| 1211| 1362261| 13654| 17313| 19423| 21880| 22773| 4467| 6442,,,,,,,,,,,,,,,
3582,retrograde transport,biological_process,biological_process,,,,,,,,,,,Pathway_767bc6dfd600f4fa0741b533bd66f676,,,,,,
3586,reverse transcriptase inhibition,biological_process,biological_process,,,,,,,,,,,Pathway_ba9c98eaece528151c99facb81811294,,,,,,
3589,reversible binding,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3601,ribosomal protein,biological_process,biological_process,,,,,,,,,,,,,PTW_0001842,,,,
3626,rna synthesis,biological_process,biological_process,,,,,,,,,,,,,PTW_0111150,,,,
3638,rsk activation,biological_process,biological_process,R-GGA-444257| R-HSA-444257,11699| 1181824| 1182391| 14404| 14903| 16218| 18013| 20311| 2033| 21031| 22176| 2567| 370| 4519| 5739| 7384| 8156| 9032,,,,,,,,,,,,,,,
3641,s phase,biological_process,biological_process,R-GGA-69242| R-HSA-69242,1060| 11776| 12848| 14568| 15488| 16095| 18048| 18349| 19310| 21264| 22912| 2446| 4591| 5835| 7204| 724| 8253| 9663,,,,,,,,,,,,,,,
3651,sars-cov-2 infection,biological_process,biological_process,R-HSA-9694516,1360993| 1361110,,,,WP5021,,,,,,,,,,,
3652,saturation binding,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3655,schwann cell,biological_process,biological_process,,40818,,,,,,Schwann Cell,,,Pathway_17a9b09e6847eba974499356dd7f8302,,,,,,
3666,sedimentation,biological_process,biological_process,,,,,,,,,,,,,PTW_0181324,,,,
3671,senescence,biological_process,biological_process,,40375,,,,,,senescence,,,Pathway_391340a6a03411821bcddc376cf5a94e,,,,,,
3679,sequestering agent,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3681,serine biosynthesis,biological_process,biological_process,R-GGA-977347| R-HSA-977347,11077| 13381| 14816| 15985| 1656| 17944| 18703| 19081| 196| 21742| 22431| 28101| 28837| 30080| 30556| 30730| 32032| 3309| 33212| 33748| 34206| 34553| 34724| 34967| 35143| 35924| 36038| 36469| 36700| 38842| 5035| 6268| 7083| 8879| 9295,,,SERSYN-PWY,WP459,,,,,,,,,,,
3697,serotonin receptors,biological_process,biological_process,R-GGA-390666| R-HSA-390666,11432| 14030| 16685| 19758| 20674| 2247| 23147| 2996| 4251| 5369| 7972| 9932,,,,,,,,,,,,,,,
3700,serotonin transporter activity,biological_process,biological_process,,39442| 39631,,,,WP1455,,,,,,,,,,,
3711,shp2 signaling,biological_process,biological_process,,40737,,,,,,shp2_pathway,,,Pathway_df7a0187af1760edd5bf25a784225364,,,,,,
3716,signal amplification,biological_process,biological_process,R-DME-392518| R-HSA-392518,10387| 10807| 1154| 1181709| 13596| 1360816| 17058| 17403| 19955| 21351| 22012| 2609| 3868| 6355| 8531,,,,,,,,,,,,,,,
3717,signal induction,biological_process,biological_process,,,,,,,,,,,,,PTW_0111152,,,,
3723,signaling by egfr,biological_process,biological_process,R-GGA-177929| R-HSA-177929,11262| 13880| 16532| 19606| 20524| 2099| 22998| 2917| 4100| 5215| 7871| 9782,,,,,,,,,,,,,,,
3724,signaling pathways,biological_process,biological_process,R-GGA-162582| R-HSA-162582,11260| 13878| 15143| 15429| 16530| 17669| 18775| 19604| 20522| 2097| 22996| 2915| 4098| 479| 5213| 7248| 7869| 9780,,,,,,,,,,,,,,,
3733,skeletal muscle atrophy,biological_process,biological_process,,,,,,,,,,,Pathway_a37de1884754eec43bee161ad4eaf44f,,,,,,
3791,spinal cord injury,biological_process,biological_process,,38648| 39100| 39487| 39724,,,,WP2431,,,,,,,,,,,
3807,stability,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3808,stabilization of p53,biological_process,biological_process,R-GGA-69541| R-HSA-69541,1031| 11742| 1181358| 1181720| 1181947| 12819| 1361695| 1361728| 14551| 16066| 19281| 21241| 22884| 4562| 5809| 707| 7184| 9638,,,,,,,,,,,,,,,
3809,stabilizer,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3812,staphyloxanthin biosynthesis,biological_process,biological_process,,26414| 38312,,,PWY-5875,,,,,,,,,,,,
3817,stat5 activation,biological_process,biological_process,R-HSA-9645135,1295426| 1295451,,,,,,,,,,,,,,,
3833,stimulator,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3834,stimulatory activity,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3837,storm,biological_process,biological_process,,,,,,,,,,,,,PTW_0181182,,,,
3840,stress fiber formation,biological_process,biological_process,,,,,,,,,,,Pathway_db3b9d4f34db395b0e97158ff5cf5161,,,,,,
3841,stress response,biological_process,biological_process,,39250,,,,WP1527,,,,,Pathway_61f2a129be9344d956deeaecc7084dfa,,,,,,
3865,sumoylation,biological_process,biological_process,R-BTA-2990846| R-HSA-2990846,10292| 11926| 14271| 15111| 15577| 16322| 18133| 18483| 20408| 20904| 23485| 2826| 4026| 441| 6515| 6853| 7835| 866,,,,,,,,,,,,,,,
3872,suppression of apoptosis,biological_process,biological_process,R-HSA-9635465,1295475,,,,,,,,,,,,,,,
3873,suppression of autophagy,biological_process,biological_process,R-HSA-9636569,1295476,,,,,,,,,,,,,,,
3877,survival,biological_process,biological_process,,,,,,,,,,,Pathway_d7a559364896569b6432c00b1de65110,,,,,,
3888,synthesis ,molecular_function,Unknown,,,,,,,,,,,,,,,,,
3889,synthesis of dna,biological_process,biological_process,R-GGA-69239| R-HSA-69239,1062| 11778| 12850| 14535| 15489| 16097| 18050| 18315| 19312| 21266| 22914| 2447| 4593| 5837| 592| 6770| 7574| 9665,,,,,,,,,,,,,,,
3890,synthesis of pg,biological_process,biological_process,R-GGA-1483148| R-HSA-1483148,10942| 13254| 14711| 1529| 15291| 15859| 17843| 18619| 18955| 21621| 22305| 3205| 4909| 6143| 6977| 8767| 91| 9173,,,,,,,,,,,,,,,
3892,system process,biological_process,biological_process,,,,,,,,,,,,,PTW_0181094,,,,
3905,t cell receptor signaling,biological_process,biological_process,,,,,,,,,,,Pathway_8188f6851882ba398271d33d39ae7867,,,,,,
3910,t-lymphocyte,biological_process,biological_process,,40304,,,,,,T-Lymphocyte,,,Pathway_b81579a5bf56cdae3d6ae135b259e1b2,,,,,,
3917,target of rapamycin (tor) signaling,biological_process,biological_process,,39551,,,,WP3256| WP1471,,,,,,,,,,,
3921,tcr,biological_process,biological_process,,,,,,,,,,,Pathway_6ad7888c9428084c0b6b9a3c392dd65b,,,,,,
3922,tcr signaling,biological_process,biological_process,R-DME-202403| R-HSA-202403,10410| 1232| 12585| 12936| 14952| 15634| 17115| 17582| 18233| 20004| 21094| 22585| 263| 2631| 3690| 6563| 7500| 7652,,,,,,,,,,,,,,,
3932,tetracycline resistance,biological_process,biological_process,,23875,,,PWY-7808,,,,,,,,,,,,
3933,tetracyclines,biological_process,biological_process,,,,,,,,,,,,,PTW_0202936,,,,
3937,tgf-beta signaling pathway,biological_process,biological_process,,1361871| 39026| 39379| 39859,,P00052,,WP366,,,,,,P00052,,,,,
3939,the nlrp3 inflammasome,biological_process,biological_process,R-DDI-844456| R-HSA-844456,10485| 1181302| 1181983| 12668| 13018| 1314| 14990| 15649| 17192| 17626| 18272| 20083| 21161| 22662| 301| 3769| 6633| 7540,,,,,,,,,,,,,,,
3948,thioredoxin system,biological_process,biological_process,,27317,,,THIOREDOX-PWY,,,,,,,,,,,,
3954,thrombocytopenia,biological_process,biological_process,,1340195,,,,,,,,,,,,PA445846,,,
3967,thymocyte,biological_process,biological_process,,40773,,,,,,Thymocyte,,,Pathway_4f91656969b83fcc2ca07b51bb2c0568,,,,,,
3980,tnf signaling,biological_process,biological_process,R-DME-75893| R-HSA-75893,10077| 11598| 1360720| 1362462| 14185| 16844| 19918| 20822| 23295| 2401| 4404| 5524| 8103,,,,,,,,,,,,,,,
3981,tnf-alpha signaling pathway,biological_process,biological_process,,39381| 39704,,,,WP231,,,,,,,,,,,
3982,tnfalpha,biological_process,biological_process,,,,,,,,,,,Pathway_aaaa7bc16eecbba702db95da50f6b3ed,,,,,,
3983,tnfr1-induced proapoptotic signaling,biological_process,biological_process,R-DRE-5357786| R-HSA-5357786,10079| 11600| 14187| 16846| 19920| 20824| 23297| 2403| 4406| 5526,,,,,,,,,,,,,,,
3989,toll-like receptor signaling,biological_process,biological_process,,39202,,,,WP88,,,,,,,,,,,
3994,tor signaling pathway,biological_process,biological_process,R-DME-110523,8607,,,,,,,,,,,,,,,
3998,toxicity,biological_process,Unknown,,,,,,,,,,,,,,,,,
4016,transcription/translation,biological_process,biological_process,,1184662,SMP0000019,,,,,,,,,,PTW_0111057,,,,
4025,transformation,biological_process,biological_process,,40919,,,,,,Transformation,,,Pathway_11fccc6cecb40db45bed793dfe15f8d2,,,,,,
4048,transport of fatty acids,biological_process,biological_process,R-GGA-804914| R-HSA-804914,10606| 13546| 16900| 17557| 1877| 19526| 20491| 22841| 3461| 3929| 5980| 8369| 9549,,,,,,,,,,,,,,,
4059,triosephosphate isomerase,molecular_function,Unknown,,,,,,,SMP00563,,,,,,,,,,
4065,trna splicing,biological_process,biological_process,,27281| 31829| 35255| 38056,,,PWY-6689,,,,,,Pathway_f9ae5e43f406b9edb73534215f99d4f0,,,,,,
4067,trp channels,biological_process,biological_process,R-GGA-3295583| R-HSA-3295583,10617| 1182200| 1182401| 13557| 16911| 1888| 19537| 20502| 22852| 3472| 3940| 5991| 7476| 8379| 9560,,,,,,,,,,,,,,,
4075,tryptophan biosynthesis,biological_process,biological_process,,1183033| 1183264| 1183534| 1183834| 1361880| 27366| 28732| 29197| 30209| 30287| 30619| 33356| 33918| 34253| 34501| 34828| 35052| 35428| 35703| 35981| 36079| 36394| 36630| 38779| 41003| 41208| 41427| 41595| 41826| 42037| 42224| 42463| 42675| 42882| 43111| 43314| 43538| 43773| 44001| 44233| 44447| 44688| 44897| 45026| 45272| 45499| 45716| 45946| 46168| 46398| 46605| 46755| 46980| 47211| 47420| 47644| 47873| 48113| 48322| 48558| 48791| 48985| 49214| 49420| 49662| 49877| 50117| 50339| 50547| 50789| 51004| 51223| 51441| 51657| 51795| 52029| 52249| 52488| 52696| 52853| 53078| 53297| 53514| 53743| 53962| 54173| 54401| 54630| 54874| 55099| 55319| 55552| 55775| 55984| 56150| 56362| 56613| 56889| 57116| 57335| 57575| 57779,,P02783,TRPSYN-PWY,WP165,,,R-ADU-1119494,,,,,,,,
4076,tryptophan catabolism,biological_process,biological_process,R-GGA-71240| R-HSA-71240,11085| 13389| 14824| 15993| 1664| 17952| 18711| 19089| 204| 21750| 22439| 3317| 5043| 6276| 7091| 8887| 9303,,,,,,,,,,,,,,,
4078,tsh,biological_process,biological_process,,,,,,,,,,,Pathway_52f4677f6809df9928b8ef152e1c0816,,,,,,
4079,tslp,biological_process,biological_process,,,,,,,,,,,Pathway_527322104e5e1da636f8f5cb6e30bca1,,,,,,
4092,tumor formation,biological_process,biological_process,,,,,,,,,,,Pathway_c73fd55d722407ca47698bf766f8386d,,,,,,
4097,tumor progression,biological_process,biological_process,,,,,,,,,,,,,PTW_0111215,,,,
4099,two component system,biological_process,biological_process,,,,,,,,,,,,,PTW_0202927,,,,
4112,tyrosine hydroxylase deficiency,biological_process,biological_process,,1184967| 1338939,SMP0120562,,,,SMP0000497,,,,,,,,,,
4127,ulceration,biological_process,biological_process,,,,,,,,,,,,,PTW_0111226,,,,
4131,upregulator,molecular_function,Unknown,,,,,,,,,,,,,,,,,
4148,vaccine antigen,molecular_function,Unknown,,,,,,,,,,,,,,,,,
4166,vaso-relaxation,biological_process,biological_process,,,,,,,,,,,Pathway_f09cb025f6bcd2d299035b7ab208a16a,,,,,,
4173,vegf signaling pathway,biological_process,biological_process,,1184494| 1361850,,P00056,,,,,,,,P00056,,PA2032,,,
4213,vitamins,biological_process,biological_process,R-GGA-211916| R-HSA-211916,11128| 13428| 1360704| 14853| 16031| 1703| 17976| 18733| 19127| 21789| 22478| 233| 5081| 6314| 7120| 8920| 9341,,,,,,,,,,,,,,,
4222,weight gain,biological_process,biological_process,,1340182,,,,,,,,,,,,PA128406954,,,
4223,west nile virus,biological_process,biological_process,,,,,,,,,,,,,,,,wnvpathway,
4224,wnt,biological_process,biological_process,,,,,,,,,,,Pathway_45904a6de9bdab9d2337cdbc753f209a,,,,,,
4226,wnt signaling,biological_process,biological_process,,38993| 39989,,,,WP428,,,,,,,,,,,
4236,xenobiotics,biological_process,biological_process,R-GGA-211981| R-HSA-211981,11123| 13423| 14850| 16026| 1698| 19122| 21784| 22473| 230| 3346| 5076| 6309| 7118| 8916| 9336,,,,,,,,,,,,,,,